,date,site,latitude,longitude,elevation,depthOfTemperatureObservation,temperatureObserved,reference,reference_short,note,error,durationOpen,durationMeasured,method
250,2020-12-31,EGP,75.6,-35.9,2700.0,10.0,-29.62688975694833,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
251,2021-01-31,EGP,75.6,-35.9,2700.0,10.0,-29.53976506372353,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
252,2021-02-28,EGP,75.6,-35.9,2700.0,10.0,-29.544293180442,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
253,2021-03-31,EGP,75.6,-35.9,2700.0,10.0,-29.62115387665498,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
254,2021-04-30,EGP,75.6,-35.9,2700.0,10.0,-29.74646993373226,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
255,2021-05-31,EGP,75.6,-35.9,2700.0,10.0,-29.904531520775265,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
256,2021-06-30,EGP,75.6,-35.9,2700.0,10.0,-30.06668620658924,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
257,2021-07-31,EGP,75.6,-35.9,2700.0,10.0,-30.17832901036888,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
258,2021-08-31,EGP,75.6,-35.9,2700.0,10.0,-30.19746238632248,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
259,2021-09-30,EGP,75.6,-35.9,2700.0,10.0,-30.127160074684102,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
260,2008-09-30,KAN_L,67.0957,-49.9485,680.0,10.0,-4.489069603949858,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
261,2008-10-31,KAN_L,67.0957,-49.9485,680.0,10.0,-4.374415891993955,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
262,2008-11-30,KAN_L,67.0957,-49.94850000000001,680.0,10.0,-4.207890352341094,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
263,2008-12-31,KAN_L,67.0957,-49.9485,680.0,10.0,-4.074740104042287,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
264,2009-01-31,KAN_L,67.0957,-49.9485,680.0,10.0,-4.014848374100915,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
265,2009-02-28,KAN_L,67.0957,-49.9485,680.0,10.0,-4.060378452723621,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
266,2009-03-31,KAN_L,67.0957,-49.9485,680.0,10.0,-4.235955162230779,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
267,2009-04-30,KAN_L,67.0957,-49.94850000000001,680.0,10.0,-4.434776779037371,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
268,2009-05-31,KAN_L,67.0957,-49.9485,680.0,10.0,-4.692956796211346,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
269,2009-06-30,KAN_L,67.0957,-49.94850000000001,680.0,10.0,-4.648862320633134,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
270,2009-07-31,KAN_L,67.0957,-49.9485,680.0,10.0,-4.699280810055866,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
271,2010-05-31,KAN_L,67.0957,-49.9485,680.0,10.0,-4.698351904640921,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
272,2010-06-30,KAN_L,67.0957,-49.94850000000001,680.0,10.0,-4.54065770338219,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
273,2010-07-31,KAN_L,67.0957,-49.9485,680.0,10.0,-4.659843824131023,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
274,2011-06-30,KAN_L,67.0957,-49.9485,680.0,10.0,-4.597073425925926,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
275,2011-07-31,KAN_L,67.0957,-49.9485,680.0,10.0,-4.510274966329966,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
276,2012-08-31,KAN_L,67.0957,-49.9485,680.0,10.0,-3.332572846683893,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
277,2012-09-30,KAN_L,67.0957,-49.94850000000001,680.0,10.0,-3.34039637647326,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
278,2012-10-31,KAN_L,67.0957,-49.9485,680.0,10.0,-3.2368654494317832,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
279,2012-11-30,KAN_L,67.0957,-49.94850000000001,680.0,10.0,-3.0998914805615674,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
280,2012-12-31,KAN_L,67.0957,-49.9485,680.0,10.0,-2.944108483503788,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
281,2013-01-31,KAN_L,67.0957,-49.9485,680.0,10.0,-2.875573049798668,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
282,2013-02-28,KAN_L,67.0957,-49.9485,680.0,10.0,-2.966751913044537,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
283,2013-03-31,KAN_L,67.0957,-49.9485,680.0,10.0,-3.206167308613031,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
284,2013-04-30,KAN_L,67.0957,-49.94850000000001,680.0,10.0,-3.5503743272365744,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
285,2013-05-31,KAN_L,67.0957,-49.9485,680.0,10.0,-3.89370823624894,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
286,2013-06-30,KAN_L,67.0957,-49.94850000000001,680.0,10.0,-3.6886827431954505,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
287,2013-07-31,KAN_L,67.0957,-49.9485,680.0,10.0,-2.9233886478659894,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
288,2014-08-31,KAN_L,67.0957,-49.9485,680.0,10.0,-2.0788231123737373,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
289,2014-09-30,KAN_L,67.0957,-49.94850000000001,680.0,10.0,-2.157206748095664,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
290,2014-10-31,KAN_L,67.0957,-49.9485,680.0,10.0,-2.078803502180309,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
291,2014-11-30,KAN_L,67.0957,-49.94850000000001,680.0,10.0,-1.8125075803282336,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
292,2014-12-31,KAN_L,67.0957,-49.9485,680.0,10.0,-1.3350289355667226,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
293,2015-01-31,KAN_L,67.0957,-49.9485,680.0,10.0,-1.0222861370258949,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
294,2015-02-28,KAN_L,67.0957,-49.9485,680.0,10.0,-0.9754711008391358,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
295,2015-03-31,KAN_L,67.0957,-49.9485,680.0,10.0,-1.0999337485130665,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
296,2015-04-30,KAN_L,67.0957,-49.94850000000001,680.0,10.0,-1.837166395562554,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
297,2015-05-31,KAN_L,67.0957,-49.9485,680.0,10.0,-2.979917647396094,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
298,2015-06-30,KAN_L,67.0957,-49.9485,680.0,10.0,-3.5103715242395697,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
299,2016-07-31,KAN_L,67.0957,-49.9485,680.0,10.0,-2.5150994907407407,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
300,2016-08-31,KAN_L,67.0957,-49.94850000000001,680.0,10.0,-2.6333308057789693,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
301,2017-04-30,KAN_L,67.0957,-49.9485,680.0,10.0,-3.650303421825871,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
302,2017-05-31,KAN_L,67.0957,-49.9485,680.0,10.0,-3.801901369676521,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
303,2017-09-30,KAN_L,67.0957,-49.9485,680.0,10.0,-3.129520014443585,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
304,2017-10-31,KAN_L,67.0957,-49.9485,680.0,10.0,-2.984645711255409,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
305,2017-11-30,KAN_L,67.0957,-49.94850000000001,680.0,10.0,-2.822454969899442,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
306,2017-12-31,KAN_L,67.0957,-49.9485,680.0,10.0,-2.767025511021606,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
307,2018-01-31,KAN_L,67.0957,-49.9485,680.0,10.0,-2.900370347484333,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
308,2018-02-28,KAN_L,67.0957,-49.9485,680.0,10.0,-3.169292509153431,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
309,2018-03-31,KAN_L,67.0957,-49.9485,680.0,10.0,-3.641262300191623,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
310,2018-04-30,KAN_L,67.0957,-49.94850000000001,680.0,10.0,-4.269215502877989,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
311,2018-05-31,KAN_L,67.0957,-49.9485,680.0,10.0,-4.709628585041245,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
312,2018-06-30,KAN_L,67.0957,-49.94850000000001,680.0,10.0,-4.800388587049913,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
313,2018-07-31,KAN_L,67.0957,-49.9485,680.0,10.0,-4.865573675438596,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
314,2018-08-31,KAN_L,67.0957,-49.9485,680.0,10.0,-5.023737060406698,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
315,2018-09-30,KAN_L,67.0957,-49.9485,680.0,10.0,-3.636651269306427,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
316,2018-10-31,KAN_L,67.0957,-49.9485,680.0,10.0,-3.5491008639341564,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
317,2018-11-30,KAN_L,67.0957,-49.94850000000001,680.0,10.0,-3.407623017979048,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
318,2018-12-31,KAN_L,67.0957,-49.9485,680.0,10.0,-3.3495238581924878,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
319,2019-01-31,KAN_L,67.0957,-49.9485,680.0,10.0,-3.4807583484061637,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
320,2019-02-28,KAN_L,67.0957,-49.9485,680.0,10.0,-3.672632263013553,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
321,2019-03-31,KAN_L,67.0957,-49.9485,680.0,10.0,-3.926839371276521,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
322,2019-04-30,KAN_L,67.0957,-49.9485,680.0,10.0,-4.196410667557665,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
323,2019-05-31,KAN_L,67.0957,-49.9485,680.0,10.0,-4.372597935334301,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
324,2019-06-30,KAN_L,67.0957,-49.9485,680.0,10.0,-4.403294667236827,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
325,2019-09-30,KAN_L,67.0957,-49.9485,680.0,10.0,-3.414573126399344,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
326,2019-10-31,KAN_L,67.0957,-49.9485,680.0,10.0,-3.361617788656749,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,0.2,0,720,RS Components thermistors 151-243
