,Unnamed: 0,date,site,latitude,longitude,elevation,depthOfTemperatureObservation,temperatureObserved,reference,reference_short,note,year,geometry,MAR_distance,MAR_lat,MAR_lon,MAR_i,MAR_j,MAR_elevation,MAR_10m_temp
3092,3951,1998-09-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.20079935756664,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",1998,POINT (-29.99972 75),148.56496141967526,75.05307006835938,-30.049793243408203,119.0,71.0,2581.256591796875,-31.27508544921875
3093,3952,1998-10-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.03965876202252,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",1998,POINT (-29.99972 75),148.56496141967526,75.05307006835938,-30.049793243408203,119.0,71.0,2581.256591796875,-31.283126831054688
3094,3953,1998-11-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.797898178244395,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",1998,POINT (-29.99972 75),148.56496141967526,75.05307006835938,-30.049793243408203,119.0,71.0,2581.256591796875,-31.279052734375
3095,3954,1998-12-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.590827080782642,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",1998,POINT (-29.99972 75),148.56496141967526,75.05307006835938,-30.049793243408203,119.0,71.0,2581.256591796875,-31.27886962890625
3096,3955,1999-01-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.412413231528024,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",1999,POINT (-29.99972 75),148.56496141967526,75.05307006835938,-30.049793243408203,119.0,71.0,2581.256591796875,-30.88983154296875
3097,3956,1999-02-28 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.288197688719034,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",1999,POINT (-29.99972 75),148.56496141967526,75.05307006835938,-30.049793243408203,119.0,71.0,2581.256591796875,-30.89739990234375
3098,3957,1999-03-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.263510443938518,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",1999,POINT (-29.99972 75),148.56496141967526,75.05307006835938,-30.049793243408203,119.0,71.0,2581.256591796875,-30.900405883789062
3099,3958,1999-04-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.28379587698545,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",1999,POINT (-29.99972 75),148.56496141967526,75.05307006835938,-30.049793243408203,119.0,71.0,2581.256591796875,-30.901260375976562
3100,3959,1999-05-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.409975039052053,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",1999,POINT (-29.99972 75),148.56496141967526,75.05307006835938,-30.049793243408203,119.0,71.0,2581.256591796875,-30.89373779296875
3101,3960,1999-06-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.529938739399253,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",1999,POINT (-29.99972 75),148.56496141967526,75.05307006835938,-30.049793243408203,119.0,71.0,2581.256591796875,-30.88604736328125
3102,3961,1999-07-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.68563167245965,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",1999,POINT (-29.99972 75),148.56496141967526,75.05307006835938,-30.049793243408203,119.0,71.0,2581.256591796875,-30.888671875
3103,3962,1999-08-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.774457808977647,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",1999,POINT (-29.99972 75),148.56496141967526,75.05307006835938,-30.049793243408203,119.0,71.0,2581.256591796875,-30.886001586914062
3104,3963,1999-09-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.781038714354906,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",1999,POINT (-29.99972 75),148.56496141967526,75.05307006835938,-30.049793243408203,119.0,71.0,2581.256591796875,-30.87420654296875
3105,3964,1999-10-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.697526575167107,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",1999,POINT (-29.99972 75),148.56496141967526,75.05307006835938,-30.049793243408203,119.0,71.0,2581.256591796875,-30.872970581054688
3106,3965,1999-11-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.507392535229357,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",1999,POINT (-29.99972 75),148.56496141967526,75.05307006835938,-30.049793243408203,119.0,71.0,2581.256591796875,-30.866500854492188
3107,3966,1999-12-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.31344911381462,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",1999,POINT (-29.99972 75),148.56496141967526,75.05307006835938,-30.049793243408203,119.0,71.0,2581.256591796875,-30.86566162109375
3108,3967,2000-01-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.15729943106912,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2000,POINT (-29.99972 75),148.56496141967526,75.05307006835938,-30.049793243408203,119.0,71.0,2581.256591796875,-30.49755859375
3109,3968,2000-02-29 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.137694874122108,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2000,POINT (-29.99972 75),148.56496141967526,75.05307006835938,-30.049793243408203,119.0,71.0,2581.256591796875,-30.492477416992188
3110,3969,2000-03-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.22758622412479,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2000,POINT (-29.99972 75),148.56496141967526,75.05307006835938,-30.049793243408203,119.0,71.0,2581.256591796875,-30.49017333984375
3111,3970,2000-04-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.38803613495584,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2000,POINT (-29.99972 75),148.56496141967526,75.05307006835938,-30.049793243408203,119.0,71.0,2581.256591796875,-30.48980712890625
3112,3971,2000-05-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.527291670483237,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2000,POINT (-29.99972 75),148.56496141967526,75.05307006835938,-30.049793243408203,119.0,71.0,2581.256591796875,-30.486663818359375
3113,3972,2000-06-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.72931940868848,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2000,POINT (-29.99972 75),148.56496141967526,75.05307006835938,-30.049793243408203,119.0,71.0,2581.256591796875,-30.5078125
3114,3973,2000-07-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.889269830842412,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2000,POINT (-29.99972 75),148.56496141967526,75.05307006835938,-30.049793243408203,119.0,71.0,2581.256591796875,-30.50189208984375
3115,3974,2000-08-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.01171395864992,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2000,POINT (-29.99972 75),148.56496141967526,75.05307006835938,-30.049793243408203,119.0,71.0,2581.256591796875,-30.501968383789062
3116,3975,2000-09-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.0279627170335,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2000,POINT (-29.99972 75),148.56496141967526,75.05307006835938,-30.049793243408203,119.0,71.0,2581.256591796875,-30.5028076171875
3117,3976,2000-10-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.912530755462427,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2000,POINT (-29.99972 75),148.56496141967526,75.05307006835938,-30.049793243408203,119.0,71.0,2581.256591796875,-30.497650146484375
