,Unnamed: 0,date,site,latitude,longitude,elevation,depthOfTemperatureObservation,temperatureObserved,reference,reference_short,note,year,geometry,MAR_distance,MAR_lat,MAR_lon,MAR_i,MAR_j,MAR_elevation,MAR_10m_temp
3055,3776,2003-09-30 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-20.874836900526628,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2003,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-19.307464599609375
3056,3777,2003-10-31 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-20.89877370339369,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2003,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-19.084884643554688
3057,3778,2003-11-30 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-20.949991376768374,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2003,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-19.0262451171875
3058,3779,2003-12-31 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-20.722652293294786,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2003,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-18.969528198242188
3059,3780,2004-01-31 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-20.5335690187714,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2004,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-19.60162353515625
3060,3781,2004-02-29 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-20.42247660704495,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2004,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-19.603485107421875
3061,3782,2004-03-31 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-20.178623724351546,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2004,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-19.404708862304688
3062,3783,2004-04-30 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-20.50722700768725,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2004,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-19.19708251953125
3063,3784,2004-05-31 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-20.3434370055539,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2004,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-19.22637939453125
3064,3785,2004-06-30 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-20.348285552565237,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2004,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-19.132339477539062
3065,3786,2004-07-31 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-20.379746606511905,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2004,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-19.114273071289062
3066,3787,2004-08-31 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-20.500431685059212,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2004,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-19.103363037109375
3067,3788,2004-09-30 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-20.552173021811488,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2004,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-19.019622802734375
3068,3789,2004-10-31 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-20.509802375868357,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2004,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-19.567031860351562
3069,3790,2004-11-30 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-20.5036843685838,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2004,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-19.240692138671875
3070,3791,2004-12-31 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-20.400104615086782,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2004,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-18.932418823242188
3071,3792,2005-01-31 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-20.6795175924198,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2005,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-18.363525390625
3072,3793,2005-02-28 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-20.159492408321,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2005,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-18.151824951171875
3073,3794,2005-03-31 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-20.07083558255297,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2005,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-18.183517456054688
3074,3795,2005-04-30 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-20.560803981950066,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2005,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-18.155807495117188
3075,3796,2005-05-31 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-20.45700571936627,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2005,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-18.461837768554688
3076,3797,2005-06-30 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-20.71494629046062,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2005,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-18.561614990234375
3077,3798,2005-07-31 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-20.699684231163076,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2005,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-18.724945068359375
3078,3799,2005-08-31 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-20.683913436555613,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2005,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-18.6956787109375
3079,3800,2005-09-30 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-20.668142641948148,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2005,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-19.13323974609375
3080,3801,2005-10-31 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-20.65288058265061,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2005,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-18.925674438476562
3081,3802,2005-11-30 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-20.637109788043148,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2005,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-19.124313354492188
3082,3832,2008-05-31 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-20.172634450087916,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2008,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-19.562347412109375
3083,3833,2008-06-30 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-20.881250913835004,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2008,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-19.409103393554688
3084,3834,2008-07-31 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-21.60279240235613,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2008,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-19.351242065429688
3085,3835,2008-08-31 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-21.60279240235613,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2008,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-19.4608154296875
3086,3836,2008-09-30 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-21.60279240235613,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2008,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-19.305068969726562
3087,3837,2008-10-31 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-21.60279240235613,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2008,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-19.326507568359375
3088,3838,2008-11-30 00:00:00,SouthDome,63.14889,-44.817170000000004,2922.0,10.0,-21.60279240235613,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2008,POINT (-44.81717 63.14889),152.56842513584596,63.08784103393555,-44.71043014526367,26.0,44.0,2850.386962890625,-19.388442993164062
3089,3948,1998-06-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.141573364553977,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",1998,POINT (-29.99972 75),148.56496141967526,75.05307006835938,-30.049793243408203,119.0,71.0,2581.256591796875,-31.249282836914062
3090,3949,1998-07-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.235794060991093,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",1998,POINT (-29.99972 75),148.56496141967526,75.05307006835938,-30.049793243408203,119.0,71.0,2581.256591796875,-31.266860961914062
3091,3950,1998-08-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.21897156398141,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",1998,POINT (-29.99972 75),148.56496141967526,75.05307006835938,-30.049793243408203,119.0,71.0,2581.256591796875,-31.27459716796875
