,Unnamed: 0,date,site,latitude,longitude,elevation,depthOfTemperatureObservation,temperatureObserved,reference,reference_short,note,year,geometry,RACMO_distance,RACMO_lat,RACMO_lon,RACMO_i,RACMO_j,RACMO_elevation,RACMO_10m_temp
51,51,1955-08-14 00:00:00,5-170,70.105,-45.73333333333333,2283.0,10.0,-21.3,"Benson, C. S. (1962)  Stratigraphic  studies  in the snow and firn of  the  Greenland ice sheet, U. S.  Army  Snow Ice  and  Permafrost  Research  Establishment (USA SIPRE) Research Report 70, 93p",Benson (1962),as reported in Mock and Weeks 1965,1955,POINT (-45.73333333333333 70.105),163.83466501434808,70.10799407958984,-45.750877380371094,254.0,145.0,1.0,-20.917761230468727
52,52,1955-08-15 00:00:00,5-180,70.04,-46.13333333333333,2206.0,10.0,-20.8,"Benson, C. S. (1962)  Stratigraphic  studies  in the snow and firn of  the  Greenland ice sheet, U. S.  Army  Snow Ice  and  Permafrost  Research  Establishment (USA SIPRE) Research Report 70, 93p",Benson (1962),as reported in Mock and Weeks 1965,1955,POINT (-46.13333333333333 70.04000000000001),164.31518444249295,70.03750610351562,-46.16592025756836,253.0,142.0,1.0,-20.214987182617165
53,53,1955-08-16 00:00:00,5-190,69.97666666666667,-46.5,2146.0,10.0,-19.95,"Benson, C. S. (1962)  Stratigraphic  studies  in the snow and firn of  the  Greenland ice sheet, U. S.  Army  Snow Ice  and  Permafrost  Research  Establishment (USA SIPRE) Research Report 70, 93p",Benson (1962),as reported in Mock and Weeks 1965,1955,POINT (-46.5 69.97666666666667),164.72412070185638,70.02293395996094,-46.455467224121094,253.0,140.0,1.0,-19.909735107421852
54,54,1955-08-17 00:00:00,5-200,69.91666666666667,-46.93333333333333,2012.0,10.0,-19.6,"Benson, C. S. (1962)  Stratigraphic  studies  in the snow and firn of  the  Greenland ice sheet, U. S.  Army  Snow Ice  and  Permafrost  Research  Establishment (USA SIPRE) Research Report 70, 93p",Benson (1962),as reported in Mock and Weeks 1965,1955,POINT (-46.93333333333333 69.91666666666667),165.27284109323136,69.89362335205078,-46.987457275390625,251.0,136.0,1.0,-18.739019775390602
55,55,1955-08-18 00:00:00,5-210,69.87,-47.3,1963.0,10.0,-18.6,"Benson, C. S. (1962)  Stratigraphic  studies  in the snow and firn of  the  Greenland ice sheet, U. S.  Army  Snow Ice  and  Permafrost  Research  Establishment (USA SIPRE) Research Report 70, 93p",Benson (1962),as reported in Mock and Weeks 1965,1955,POINT (-47.3 69.87),165.69074459351103,69.8777084350586,-47.27438735961914,251.0,134.0,1.0,-18.128546142578102
56,56,1955-08-19 00:00:00,5-220,69.80166666666666,-47.66666666666666,1861.0,10.0,-17.5,"Benson, C. S. (1962)  Stratigraphic  studies  in the snow and firn of  the  Greenland ice sheet, U. S.  Army  Snow Ice  and  Permafrost  Research  Establishment (USA SIPRE) Research Report 70, 93p",Benson (1962),as reported in Mock and Weeks 1965,1955,POINT (-47.66666666666666 69.80166666666666),166.1358307913322,69.80368041992188,-47.67953109741211,250.0,131.0,1.0,-16.406072998046852
57,57,1955-08-20 00:00:00,5-230,69.73166666666667,-48.05,1746.0,10.0,-15.1,"Benson, C. S. (1962)  Stratigraphic  studies  in the snow and firn of  the  Greenland ice sheet, U. S.  Army  Snow Ice  and  Permafrost  Research  Establishment (USA SIPRE) Research Report 70, 93p",Benson (1962),as reported in Mock and Weeks 1965,1955,POINT (-48.05 69.73166666666667),166.58882393020318,69.72871398925781,-48.081790924072266,249.0,128.0,1.0,-13.897314453124977
58,58,1959-01-01 00:00:00,1,77.23333333333333,-62.333333333333336,1718.0,10.0,-23.9,"Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.",Langway (1961),as reported in Mock and Weeks 1965,1959,POINT (-62.33333333333334 77.23333333333333),197.35078792365596,77.23428344726562,-62.29520797729492,415.0,94.0,1.0,-22.88048400878904
59,59,1959-01-01 00:00:00,2,77.71666666666667,-59.56666666666667,2025.0,10.0,-26.6,"Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.",Langway (1961),as reported in Mock and Weeks 1965,1959,POINT (-59.56666666666667 77.71666666666667),194.1606456363621,77.74916076660156,-59.552120208740234,420.0,109.0,1.0,-25.97215881347654
60,60,1959-01-01 00:00:00,3,78.2,-56.31666666666667,2068.0,10.0,-27.4,"Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.",Langway (1961),as reported in Mock and Weeks 1965,1959,POINT (-56.31666666666667 78.2),190.20977917885386,78.20323944091797,-56.277339935302734,424.0,125.0,1.0,-26.447103881835915
61,61,1959-01-01 00:00:00,4,78.61666666666666,-53.0,2096.0,10.0,-27.8,"Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.",Langway (1961),as reported in Mock and Weeks 1965,1959,POINT (-53 78.61666666666666),186.12917562153348,78.60546875,-53.004268646240234,428.0,140.0,1.0,-26.928320312499977
62,62,1959-01-01 00:00:00,5,79.01666666666667,-49.13333333333333,2147.0,10.0,-28.3,"Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.",Langway (1961),as reported in Mock and Weeks 1965,1959,POINT (-49.13333333333333 79.01666666666667),181.26034259488208,79.08750915527344,-49.10330581665039,434.0,157.0,1.0,-27.03679504394529
63,63,1959-01-01 00:00:00,6,79.71666666666667,-51.41666666666666,1843.0,10.0,-25.8,"Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.",Langway (1961),as reported in Mock and Weeks 1965,1959,POINT (-51.41666666666666 79.71666666666667),185.41739204150548,79.65979766845703,-51.42665100097656,447.0,151.0,1.0,-26.006781005859352
64,64,1959-01-01 00:00:00,7,80.38333333333334,-54.05,1524.0,10.0,-24.0,"Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.",Langway (1961),as reported in Mock and Weeks 1965,1959,POINT (-54.05 80.38333333333334),190.14495895807045,80.41990661621094,-54.052337646484375,464.0,146.0,1.0,-24.593084716796852
65,65,1959-01-01 00:00:00,8,80.75,-55.333333333333336,1420.0,10.0,-23.8,"Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.",Langway (1961),as reported in Mock and Weeks 1965,1959,POINT (-55.33333333333334 80.75),192.46554004608888,80.77527618408203,-55.328765869140625,472.0,144.0,1.0,-23.762655639648415
66,66,1959-01-01 00:00:00,9,79.46666666666667,-44.31666666666667,2215.0,10.0,-30.0,"Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.",Langway (1961),as reported in Mock and Weeks 1965,1959,POINT (-44.31666666666667 79.46666666666667),175.05469652736645,79.47936248779297,-44.30202865600586,439.0,176.0,1.0,-27.962286376953102
67,67,1959-01-01 00:00:00,10,80.0,-39.63333333333333,2071.0,10.0,-29.6,"Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.",Langway (1961),as reported in Mock and Weeks 1965,1959,POINT (-39.63333333333333 80),169.12752611214745,80.04417419433594,-39.5048713684082,449.0,194.0,1.0,-27.821737670898415
68,68,1959-01-01 00:00:00,11,80.65,-39.63333333333333,1960.0,10.0,-28.4,"Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.",Langway (1961),as reported in Mock and Weeks 1965,1959,POINT (-39.63333333333333 80.65000000000001),170.09880602058183,80.64381408691406,-39.62889099121094,461.0,194.0,1.0,-26.902441406249977
69,69,1959-01-01 00:00:00,12,81.3,-39.73333333333333,1803.0,10.0,-26.5,"Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.",Langway (1961),as reported in Mock and Weeks 1965,1959,POINT (-39.73333333333333 81.3),171.1969483586465,81.29337310791016,-39.78233337402344,474.0,194.0,1.0,-25.551092529296852
70,70,1959-01-01 00:00:00,,77.98333333333333,-52.5,2296.0,10.0,-29.0,"Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.",Langway (1961),as reported in Mock and Weeks 1965,1959,POINT (-52.5 77.98333333333333),184.54868068762661,78.01229858398438,-52.49561309814453,416.0,139.0,1.0,-27.316534423828102
71,71,1959-01-01 00:00:00,,78.91666666666667,-48.2,2205.0,10.0,-29.0,"Langway,  C. C.,  Jr. (1961) Accumulation and temperature on the inland ice of North Greenland, 1959, Journal of Glaciology,  vol.  3, no.  30, p.  1017-1044.",Langway (1961),as reported in Mock and Weeks 1965,1959,POINT (-48.2 78.91666666666667),179.79839222680997,78.96768188476562,-48.188968658447266,431.0,160.0,1.0,-27.44505920410154
72,72,1964-01-01 00:00:00,P42-7,77.04861111111111,-43.39361111111111,1819.0,10.0,-23.3,"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.",Mock (1965),as reported in Mock and Weeks 1965,1964,POINT (-43.39361111111111 77.04861111111111),170.29463934154023,77.08734130859375,-43.30339050292969,391.0,175.0,1.0,-29.030249023437477
73,73,1964-01-01 00:00:00,CenturyAstro,77.18138888888889,-43.1425,1885.0,10.0,-24.5,"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.",Mock (1965),as reported in Mock and Weeks 1965,1964,POINT (-43.1425 77.18138888888889),170.15740662770088,77.19161987304688,-43.1234016418457,393.0,176.0,1.0,-29.063726806640602
74,74,1964-01-01 00:00:00,P42-11,77.28944444444444,-43.16722222222222,1886.0,10.0,-24.6,"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.",Mock (1965),as reported in Mock and Weeks 1965,1964,POINT (-43.16722222222222 77.28944444444444),170.35177153106378,77.29117584228516,-43.16594314575195,395.0,176.0,1.0,-29.14745178222654
75,75,1964-01-01 00:00:00,P42-13,77.39361111111111,-43.30166666666667,1877.0,10.0,-24.7,"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.",Mock (1965),as reported in Mock and Weeks 1965,1964,POINT (-43.30166666666667 77.39361111111111),170.67210638602683,77.44050598144531,-43.230995178222656,398.0,176.0,1.0,-29.637106323242165
76,76,1964-01-01 00:00:00,P42-l5,77.52222222222223,-43.46888888888889,1868.0,10.0,-24.8,"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.",Mock (1965),as reported in Mock and Weeks 1965,1964,POINT (-43.46888888888889 77.52222222222223),171.14174153214935,77.53516387939453,-43.504695892333984,400.0,175.0,1.0,-29.003729248046852
77,77,1964-01-01 00:00:00,P42-l7,77.56333333333333,-62.16721666666667,1760.0,10.0,-23.9,"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.",Mock (1965),as reported in Mock and Weeks 1965,1964,POINT (-62.16721666666667 77.56333333333333),197.65049150130073,77.5688705444336,-62.2205810546875,421.0,97.0,1.0,-23.201864624023415
78,78,1964-01-01 00:00:00,P42-19,77.58944444444444,-62.74527777777778,1654.0,10.0,-22.8,"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.",Mock (1965),as reported in Mock and Weeks 1965,1964,POINT (-62.74527777777778 77.58944444444444),198.44652629627743,77.5744400024414,-62.73660659790039,422.0,95.0,1.0,-22.445043945312477
79,79,1964-01-01 00:00:00,P42-21,77.61805555555556,-62.451388888888886,1510.0,10.0,-21.2,"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.",Mock (1965),as reported in Mock and Weeks 1965,1964,POINT (-62.45138888888889 77.61805555555556),198.0873716219664,77.66043853759766,-62.40795135498047,423.0,97.0,1.0,-23.127935791015602
80,80,1964-01-01 00:00:00,S-40,76.65,-62.15,1262.0,10.0,-16.3,"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.",Mock (1965),as reported in Mock and Weeks 1965,1964,POINT (-62.15 76.65000000000001),196.27821184465523,76.65064239501953,-62.128665924072266,404.0,90.0,1.0,-15.950262451171852
81,81,1964-01-01 00:00:00,S-30,76.78333333333333,-61.88333333333333,1553.0,10.0,-20.1,"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.",Mock (1965),as reported in Mock and Weeks 1965,1964,POINT (-61.88333333333333 76.78333333333333),196.11780692015628,76.78189849853516,-61.90389633178711,406.0,92.0,1.0,-20.007818603515602
82,82,1964-01-01 00:00:00,S-20,76.91666666666667,-61.66666666666666,1728.0,10.0,-22.1,"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.",Mock (1965),as reported in Mock and Weeks 1965,1964,POINT (-61.66666666666666 76.91666666666667),195.98961982308762,76.9129638671875,-61.67488098144531,408.0,94.0,1.0,-22.21483459472654
83,83,1964-01-01 00:00:00,HIRAN29,68.06666666666666,-42.333333333333336,2594.0,10.0,-23.0,"Mock, S.  J. (1965)  Glaciological  studies  in the vicinity  of Camp Century, Green­ land, U. S. Army Cold Regions Research and Engineering Laboratory  (USA CRREL) Research Report 157.
Rinker, J. N. and Mock, S. J. (in preparation) Radar ice sounding data, Green­ land 1964, USA CRREL Special Report.",Mock (1965),as reported in Mock and Weeks 1965,1964,POINT (-42.33333333333334 68.06666666666666),156.12445930273418,68.07803344726562,-42.31529235839844,211.0,165.0,1.0,-22.37804260253904
84,84,1964-01-01 00:00:00,59-0,66.57166666666667,-47.2,1903.0,10.0,-12.0,"Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.",Mock and Ragle (1963),as reported in Mock and Weeks 1965,1964,POINT (-47.2 66.57166666666667),160.90361280337862,66.58976745605469,-47.190635681152344,186.0,124.0,1.0,-13.993444824218727
85,85,1964-01-01 00:00:00,59-26,66.46166666666667,-46.23333333333333,2100.0,10.0,-16.1,"Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.",Mock and Ragle (1963),as reported in Mock and Weeks 1965,1964,POINT (-46.23333333333333 66.46166666666667),159.37468283960357,66.4454574584961,-46.2493782043457,182.0,131.0,1.0,-17.555639648437477
86,86,1964-01-01 00:00:00,59-46,66.40333333333334,-45.516666666666666,2230.0,10.0,-18.0,"Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.",Mock and Ragle (1963),as reported in Mock and Weeks 1965,1964,POINT (-45.51666666666667 66.40333333333334),158.28540820276552,66.4374771118164,-45.491886138916016,181.0,137.0,1.0,-18.997534179687477
87,87,1964-01-01 00:00:00,59-66,66.31666666666666,-44.8,2316.0,10.0,-19.2,"Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.",Mock and Ragle (1963),as reported in Mock and Weeks 1965,1964,POINT (-44.8 66.31666666666666),157.16522266799132,66.32038879394531,-44.82813262939453,178.0,142.0,1.0,-19.888311767578102
88,88,1964-01-01 00:00:00,59-86,66.22333333333333,-44.13666666666666,2410.0,10.0,-20.6,"Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.",Mock and Ragle (1963),as reported in Mock and Weeks 1965,1964,POINT (-44.13666666666666 66.22333333333333),156.08058252646,66.20037841796875,-44.17089080810547,175.0,147.0,1.0,-20.60375061035154
89,89,1964-01-01 00:00:00,59-190,65.195,-43.78333333333333,2426.0,10.0,-19.2,"Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.",Mock and Ragle (1963),as reported in Mock and Weeks 1965,1964,POINT (-43.78333333333333 65.19499999999999),154.1339389856552,65.21158599853516,-43.788387298583984,155.0,148.0,1.0,-19.893820190429665
90,90,1964-01-01 00:00:00,59-250,64.475,-42.958333333333336,2439.0,10.0,-17.2,"Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.",Mock and Ragle (1963),as reported in Mock and Weeks 1965,1964,POINT (-42.95833333333334 64.47499999999999),151.91919037860384,64.49425506591797,-42.918582916259766,140.0,154.0,1.0,-17.444311523437477
91,91,1964-01-01 00:00:00,59-275,64.48666666666666,-43.825,2650.0,10.0,-20.8,"Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.",Mock and Ragle (1963),as reported in Mock and Weeks 1965,1964,POINT (-43.825 64.48666666666666),153.2043434049166,64.50502014160156,-43.84697341918945,141.0,146.0,1.0,-20.67748107910154
92,92,1964-01-01 00:00:00,59-300,64.495,-44.68333333333333,2672.0,10.0,-21.1,"Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.",Mock and Ragle (1963),as reported in Mock and Weeks 1965,1964,POINT (-44.68333333333333 64.495),154.40064638435834,64.51555633544922,-44.66159439086914,142.0,139.0,1.0,-21.43810119628904
93,93,1964-01-01 00:00:00,59-325,64.47166666666666,-45.61666666666667,2486.0,10.0,-19.3,"Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.",Mock and Ragle (1963),as reported in Mock and Weeks 1965,1964,POINT (-45.61666666666667 64.47166666666666),155.6546039636849,64.46511840820312,-45.57539749145508,142.0,131.0,1.0,-20.660406494140602
94,94,1964-01-01 00:00:00,59-350,64.45166666666667,-46.575,2323.0,10.0,-17.4,"Mock, S. J. and Ragle, R. H.  ( 1963} Elevations on the ice sheet of southern Greenland USA CRREL Technical Report 124, 9p. Ragle, R. H. and Davis, T. C. (1962) South Greenland traverses, Journal of Glaciology, vol. 4, p. 129-131.",Mock and Ragle (1963),as reported in Mock and Weeks 1965,1964,POINT (-46.575 64.45166666666667),157.0441034458556,64.45063018798828,-46.616600036621094,143.0,122.0,1.0,-19.034323120117165
